"","logit.glm$coefficients"
"(Intercept)",2.30963016311645
"domain_u",-4.97931492218041
"http",-1.58231463900241
"private",1.93170820649637
"urp_i",-7.4929255577534
"icmp",3.81258765180149
"SF",-2.66763577461179
"count",0.334490715592289
"same_srv_rate",-0.483383792160011
"dst_host_srv_count",-0.453648347695658
"dst_host_srv_serror_rate",1.3476358425762
