"","var","coef"
"1","domain_u",-0.449782231541677
"2","http",-0.590996186259551
"3","private",0.200897793015585
"4","urp_i",-0.0889137815041237
"5","icmp",1.34258684249347
"6","SF",-1.7049428975799
"7","logged_in",-0.523211717109399
"8","count",0.0923138124294646
"9","same_srv_rate",-0.340819890855222
"10","dst_host_srv_count",-0.366490683178325
"11","dst_host_srv_serror_rate",0.122077848624945
